car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh),redundant_price_column,car_age,mileage_category
TOYOTA,86 GT,71000.0,2000.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2016.0,2594493.0,2594493.0,9.0,1.0
MERCEDES,E CLASS,49000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5384244.0,5384244.0,6.0,0.0
MERCEDES,E CLASS,55000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4691114.0,4691114.0,7.0,1.0
BMW,5 SERIES,75000.0,1995.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4629244.0,4629244.0,8.0,1.0
TOYOTA,CROWN HYBRID,48000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4764290.0,4764290.0,6.0,0.0
GENESIS,G70,63000.0,2151.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,4883891.0,4883891.0,4.0,1.0
MERCEDES,S CLASS,34000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,12155848.999999989,12155848.999999989,7.0,0.0
TOYOTA,LAND CRUISER PRADO,42000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2018.0,5232239.0,5232239.0,7.0,0.0
MERCEDES,S CLASS,31000.0,3982.0,automatic transmission,Hybrid,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,0.0
TOYOTA,FORTUNER 2.8 V 4WD,138000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2016.0,5701759.0,5701759.0,9.0,2.0
KIA,K9,51000.0,3778.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4467189.0,4467189.0,6.0,1.0
TOYOTA,PRIUS,7000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2019.0,2634335.0,2634335.0,6.0,0.0
KIA,MOHAVE,36000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,6093392.0,6093392.0,5.0,0.0
KIA,K8,19000.0,2497.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4803390.0,4803390.0,4.0,0.0
BMW,X2,6000.0,1998.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,5725941.0,5725941.0,3.0,0.0
GENESIS,GV80,23000.0,3470.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,9987265.0,9987265.0,4.0,0.0
TOYOTA,PRIUS A,61000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,2279133.0,2279133.0,9.0,1.0
TOYOTA,PRIUS PHV,84000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2586755.0,2586755.0,8.0,1.0
TOYOTA,PRIUS PHV S,54000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2288555.0,2288555.0,8.0,1.0
MERCEDES,E CLASS,131000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4494512.0,4494512.0,6.0,2.0
BMW,X3,44000.0,1995.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019.0,5710867.0,5710867.0,6.0,0.0
TOYOTA,LAND CRUISER,1000.0,3500.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2023.0,12155848.999999989,12155848.999999989,2.0,0.0
TOYOTA,PRIUS,54000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,3113276.0,3113276.0,8.0,1.0
MERCEDES,E CLASS,42000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,7384492.0,7384492.0,5.0,0.0
MERCEDES,E CLASS,100000.0,1950.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4754240.0,4754240.0,6.0,1.0
TOYOTA,COROLLA SPORT,22000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2018.0,2396434.0,2396434.0,7.0,0.0
TOYOTA,86 RC,5000.0,2400.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2022.0,4746292.0,4746292.0,3.0,0.0
GENESIS,GV80,71000.0,3470.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,4883891.0,4883891.0,4.0,1.0
BMW,X6,17000.0,2998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,12043729.0,12043729.0,3.0,0.0
KIA,STINGER,44000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5539861.0,5539861.0,4.0,0.0
BMW,X7,41000.0,2998.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,0.0
TOYOTA,PRIUS S,61000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2410724.0,2410724.0,6.0,1.0
GENESIS,G90,39000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6769877.0,6769877.0,6.0,0.0
BMW,1 SERIES,36000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,3749876.0,3749876.0,5.0,0.0
TOYOTA,PRIUS G,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5241818.0,5241818.0,2.0,0.0
MERCEDES,GLC CLASS,25000.0,3982.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2018.0,8736678.0,8736678.0,7.0,0.0
MERCEDES,A CLASS,35000.0,1300.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,3671675.0,3671675.0,7.0,0.0
TOYOTA,PRIUS,8000.0,1800.0,automatic transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2019.0,3094276.0,3094276.0,6.0,0.0
TOYOTA,COROLLA SPORT G X,45000.0,1190.0,manual transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,0,2020.0,2068085.0,2068085.0,5.0,0.0
MERCEDES,S CLASS,54000.0,2925.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,1.0
TOYOTA,PRIUS,18000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2016.0,2393294.0,2393294.0,9.0,0.0
KIA,K8,41000.0,2497.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,4813126.0,4813126.0,3.0,0.0
MERCEDES,E CLASS,149000.0,1991.0,automatic transmission,Petrol,LHD,2WD,4 Seats,2 Doors,coupe,0,1,0,0,0,0,0,0,2015.0,2018426.0,2018426.0,10.0,2.0
MERCEDES,E CLASS,18000.0,1991.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6980611.0,6980611.0,4.0,0.0
KIA,MOHAVE,33000.0,2959.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6008281.0,6008281.0,3.0,0.0
MERCEDES,C CLASS,63000.0,2143.0,automatic transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,3583983.0,3583983.0,8.0,1.0
MERCEDES,E CLASS,56000.0,1991.0,automatic transmission,Hybrid,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,7130575.0,7130575.0,4.0,1.0
BMW,3 SERIES,4000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5595607.0,5595607.0,4.0,0.0
KIA,STINGER,34000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5105359.0,5105359.0,4.0,0.0
BMW,M4,3000.0,3000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,0.0
MERCEDES,S CLASS,117000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015.0,6918584.0,6918584.0,10.0,2.0
MERCEDES,S CLASS,19000.0,3000.0,automatic transmission,Diesel,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,12037919.0,12037919.0,4.0,0.0
MERCEDES,S CLASS,130000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,7455941.0,7455941.0,8.0,2.0
GENESIS,G90,73000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6902724.0,6902724.0,6.0,1.0
TOYOTA,LAND CRUISER,95000.0,4300.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2016.0,10538283.0,10538283.0,9.0,1.0
TOYOTA,COROLLA SPORT,27000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,3033976.0,3033976.0,5.0,0.0
TOYOTA,HARRIER HYBRID Z,7000.0,2500.0,automatic transmission,Hybrid,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021.0,6339301.0,6339301.0,4.0,0.0
TOYOTA,CROWN CROSSOVER RS,27000.0,2400.0,automatic transmission,Hybrid,RHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,7342722.0,7342722.0,2.0,0.0
GENESIS,GV80,79000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,7337226.0,7337226.0,5.0,1.0
BMW,5 SERIES,12000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5897418.0,5897418.0,5.0,0.0
TOYOTA,LAND CRUISER PRADO,21000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019.0,5233809.0,5233809.0,6.0,0.0
TOYOTA,HIGHLANDER,1000.0,2400.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2023.0,12155848.999999989,12155848.999999989,2.0,0.0
TOYOTA,PRIUS PHV,42000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,4 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2017.0,2708924.0,2708924.0,8.0,0.0
TOYOTA,LAND CRUISER PRADO,76000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2019.0,7889972.0,7889972.0,6.0,1.0
BMW,X4,62000.0,1995.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019.0,5788596.0,5788596.0,6.0,1.0
KIA,K8,22000.0,3470.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4524819.0,4524819.0,4.0,0.0
TOYOTA,LAND CRUISER,47000.0,4300.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2016.0,5210098.0,5210098.0,9.0,0.0
TOYOTA,LAND CRUISER ZX,9000.0,3500.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5144930.0,5144930.0,2.0,0.0
BMW,1 SERIES,19000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,4187990.0,4187990.0,4.0,0.0
MERCEDES,E CLASS,29000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5823143.0,5823143.0,6.0,0.0
BMW,7 SERIES,34000.0,2998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,11329243.0,11329243.0,3.0,0.0
KIA,K8,73000.0,1598.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4632385.0,4632385.0,4.0,1.0
KIA,K8,2000.0,3470.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,5085102.0,5085102.0,3.0,0.0
TOYOTA,CROWN CROSSOVER,1000.0,2500.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,4883891.0,4883891.0,2.0,0.0
BMW,8 SERIES,26000.0,3000.0,automatic transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,8553424.0,8553424.0,4.0,0.0
BMW,X6,35000.0,2998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,10716669.0,10716669.0,3.0,0.0
BMW,X3,43000.0,3000.0,automatic transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2020.0,5778704.0,5778704.0,5.0,0.0
BMW,X6,49000.0,2998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,10483793.0,10483793.0,5.0,0.0
GENESIS,G80,14000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,7867517.0,7867517.0,5.0,0.0
MERCEDES,CLS CLASS,51000.0,2996.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4893368.0,4893368.0,8.0,1.0
MERCEDES,A CLASS,114000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,3216916.0,3216916.0,7.0,2.0
TOYOTA,CROWN HYBRID,38000.0,3500.0,automatic transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,5601731.0,5601731.0,7.0,0.0
TOYOTA,PRIUS,33000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2021.0,2715205.0,2715205.0,4.0,0.0
MERCEDES,GLE CLASS,106000.0,2999.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019.0,8629583.0,8629583.0,6.0,2.0
BMW,X7,126000.0,2993.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,9565168.0,9565168.0,5.0,2.0
MERCEDES,GLS CLASS,71000.0,4300.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2017.0,4883891.0,4883891.0,8.0,1.0
TOYOTA,PRIUS A,11000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2739074.0,2739074.0,8.0,0.0
TOYOTA,PRIUS,93000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2019.0,2826225.0,2826225.0,6.0,1.0
TOYOTA,LAND CRUISER PRADO,3000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6876343.0,6876343.0,3.0,0.0
GENESIS,G80,62000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6888749.0,6888749.0,5.0,1.0
TOYOTA,CAMRY WS,12000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,5018050.0,5018050.0,3.0,0.0
TOYOTA,CAMRY,32000.0,2487.0,automatic transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,4959478.0,4959478.0,3.0,0.0
MERCEDES,E CLASS,11000.0,1991.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,4883891.0,4883891.0,3.0,0.0
TOYOTA,PRIUS,38000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2019.0,2483743.0,2483743.0,6.0,0.0
MERCEDES,CLS CLASS,39000.0,1950.0,automatic transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,7314614.0,7314614.0,6.0,0.0
TOYOTA,FORTUNER,22000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2019.0,5598276.0,5598276.0,6.0,0.0
TOYOTA,PRIUS A,56000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,3007124.0,3007124.0,9.0,1.0
BMW,X6,1000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
BMW,X6,6000.0,2990.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,9627509.0,9627509.0,3.0,0.0
TOYOTA,HARRIER HYBRID,5000.0,2500.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,0,0,0,0,0,0,0,0,2022.0,8545572.0,8545572.0,3.0,0.0
MERCEDES,GLS CLASS,12000.0,3982.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,4883891.0,4883891.0,3.0,0.0
KIA,K8,19000.0,1598.0,automatic transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023.0,5878732.0,5878732.0,2.0,0.0
GENESIS,G80,119000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5539861.0,5539861.0,5.0,2.0
TOYOTA,PRIUS,85000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2654906.0,2654906.0,6.0,1.0
BMW,X4 M40I,5000.0,3000.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,0,0,1,0,0,1,1,2019.0,4883891.0,4883891.0,6.0,0.0
BMW,5 SERIES,62000.0,1995.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6333490.0,6333490.0,5.0,1.0
GENESIS,G90,79000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,7258711.0,7258711.0,6.0,1.0
BMW,7 SERIES,149000.0,2993.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,5236479.0,5236479.0,8.0,2.0
BMW,7 SERIES,104000.0,2993.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,5811366.0,5811366.0,7.0,2.0
BMW,7 SERIES,87000.0,2993.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,5735677.0,5735677.0,9.0,1.0
MERCEDES,A CLASS,9000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4688287.0,4688287.0,4.0,0.0
TOYOTA,FORTUNER 2.8 V,110000.0,2800.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2018.0,5654179.0,5654179.0,7.0,2.0
GENESIS,G80,149000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4496082.0,4496082.0,5.0,2.0
GENESIS,G70,7000.0,2497.0,automatic transmission,Petrol,LHD,2WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,7798109.0,7798109.0,2.0,0.0
TOYOTA,AQUA,12000.0,1500.0,automatic transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2022.0,3516215.0,3516215.0,3.0,0.0
TOYOTA,PRIUS,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,4302779.0,4302779.0,2.0,0.0
BMW,M4 M4 CS,27000.0,3000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2019.0,11469685.0,11469685.0,6.0,0.0
MERCEDES,S CLASS,135000.0,2987.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,5271811.0,5271811.0,9.0,2.0
GENESIS,G90,149000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5322060.0,5322060.0,5.0,2.0
KIA,SORENTO,14000.0,2151.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5875748.0,5875748.0,4.0,0.0
BMW,5 SERIES,18000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6194833.0,6194833.0,4.0,0.0
BMW,X5,17000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2021.0,8792109.0,8792109.0,4.0,0.0
TOYOTA,86 RZ,1000.0,2400.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023.0,4325826.0,4325826.0,2.0,0.0
MERCEDES,S CLASS,40000.0,2925.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,9867765.0,9867765.0,5.0,0.0
TOYOTA,LAND CRUISER,1000.0,3500.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,12155848.999999989,12155848.999999989,2.0,0.0
MERCEDES,S CLASS,21000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,0.0
TOYOTA,HARRIER,1000.0,2000.0,automatic transmission,Petrol,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,6004827.0,6004827.0,2.0,0.0
GENESIS,GV80,68000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,8042134.0,8042134.0,5.0,1.0
GENESIS,GV80,15000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,8571168.0,8571168.0,4.0,0.0
MERCEDES,E CLASS,44000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5965569.0,5965569.0,6.0,0.0
GENESIS,G80,41000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4544448.0,4544448.0,6.0,0.0
KIA,K9,42000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,7541208.0,7541208.0,3.0,0.0
KIA,MOHAVE,24000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,7485463.0,7485463.0,3.0,0.0
TOYOTA,YARIS,1000.0,1600.0,manual transmission,Petrol,RHD,4WD,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,5730024.0,5730024.0,4.0,0.0
GENESIS,G90,48000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6752918.0,6752918.0,6.0,0.0
KIA,K9,26000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023.0,7036200.0,7036200.0,2.0,0.0
TOYOTA,PRIUS,13000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2022.0,3256017.0,3256017.0,3.0,0.0
TOYOTA,HARRIER HYBRID,36000.0,2500.0,automatic transmission,Hybrid,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5948296.0,5948296.0,4.0,0.0
